agent;date;id;igs_timestamp;record_id;source;time;type;value
Cognitive_Model;2026-02-05;96c2ef80-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:02.552849000;3;b'sound-encoded-from-atc-not-in-atc-task'
Cognitive_Model;2026-02-05;96e19b10-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:02.753323000;3;b'check-1-visually-attend-current-task-object'
Cognitive_Model;2026-02-05;96e93c30-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:02.803858000;3;b'check-2-visually-encode-task-object-item'
Cognitive_Model;2026-02-05;96f0dd50-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:02.853377000;3;b'check-3-form-task-object-item-representation'
Cognitive_Model;2026-02-05;9707c0b0-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:03.003450000;3;b'check-2-1-visually-attend-current-task-value'
Cognitive_Model;2026-02-05;971ea410-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:03.153948000;3;b'2-2-visually-encode-task-value-item'
Cognitive_Model;2026-02-05;97264530-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:03.203985000;3;b'2-3-form-task-value-item-representation'
Cognitive_Model;2026-02-05;973d4fa0-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:03.354478000;3;b't-i-task-was-not-autochecked-no-change'
Cognitive_Model;2026-02-05;97543300-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:03.504668000;3;b't-i-check-task-on-tars'
Cognitive_Model;2026-02-05;9772de90-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;task_check;03:56:03.705827000;5;
Cognitive_Model;2026-02-05;9772de91-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:03.705918000;3;b't-i-subvocalize-check-task-on-tars'
Cognitive_Model;2026-02-05;977a7fb0-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:03.755635000;3;b'form-task-done'
Cognitive_Model;2026-02-05;97990430-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;speech_output;03:56:03.955778000;3;b'check-task-on-tars-interface'
Aircraft;2026-02-05;979de630-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;cabin_altitude;03:56:03.987709000;2;b'\x00\x00\x00\x00\x00\xc0Y@'
Cognitive_Model;2026-02-05;97a0a550-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:04.005705000;3;b'get-where-should-i-look-next'
Cognitive_Model;2026-02-05;97a84670-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:04.055958000;3;b'attend-to-next-aoi'
Cognitive_Model;2026-02-05;97b7afc0-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:04.156137000;3;b'encode-aoi-information'
Cognitive_Model;2026-02-05;97ce9320-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:04.306439000;3;b'x-3-form-pfd-aoi-representation'
Cognitive_Model;2026-02-05;97f4b8c0-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:04.556662000;3;b'visually-attend-pfd-roll'
TARS Agent;2026-02-05;97f61850-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;action_time;03:56:04.565819000;3;b'delay_after_action:8000.00'
TARS Agent;2026-02-05;97fecae0-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;current_state;03:56:04.622093000;3;"b'{""procedure"": ""BEFORE TAKEOFF"", ""classification"": ""NORM"", ""type"": ""Checklist"", ""category"": ""Switch / Lever"", ""task_object"": ""ENGINE ANTI-ICE Switches"", ""value"": ""AS REQUIRED"", ""human_role"": ""performer"", ""autonomy_role"": ""supporter"", ""information_requirement"": ""Outside air temperature, engine anti-ice switch position."", ""interaction"": ""engine_anti_ice_requirement"", ""delay_before_action"": 0.0, ""delay_after_action"": ""is_acked"", ""callout"": """", ""condition"": null, ""condition_type"": null, ""condition_function"": null, ""monitor_scope"": null}'"
TARS Agent;2026-02-05;97fecae1-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;current_procedure;03:56:04.622154000;3;b'BEFORE TAKEOFF'
TARS Agent;2026-02-05;97fecae2-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;interaction_message;03:56:04.622186000;3;b''
Shared Interface;2026-02-05;97ff4010-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;countdown_complete;03:56:04.625879000;5;
TARS Agent;2026-02-05;97ff4011-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;current_task_object;03:56:04.625965000;3;b'ENGINE ANTI-ICE Switches'
Shared Interface;2026-02-05;97ff6720-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;countdown_complete;03:56:04.626013000;5;
TARS Agent;2026-02-05;97ff6721-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;current_task_value;03:56:04.626050000;3;b'AS REQUIRED'
TARS Agent;2026-02-05;97ff6722-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;current_task_autonomy_role;03:56:04.626092000;3;b'supporter'
TARS Agent;2026-02-05;97ff6723-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;current_task_human_role;03:56:04.626142000;3;b'performer'
TARS Agent;2026-02-05;97ff6724-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;next_state;03:56:04.626197000;3;"b'{""procedure"": ""BEFORE TAKEOFF"", ""classification"": ""NORM"", ""type"": ""Checklist"", ""category"": ""Switch / Lever"", ""task_object"": ""WINDSHIELD ANTI-ICE Switches"", ""value"": ""AS REQUIRED"", ""human_role"": ""performer"", ""autonomy_role"": ""supporter"", ""information_requirement"": ""Windshield anti-ice switch position, current weather conditions."", ""interaction"": ""windshield_anti_ice_requirement"", ""delay_before_action"": 0.0, ""delay_after_action"": ""is_acked"", ""callout"": """", ""condition"": null, ""condition_type"": null, ""condition_function"": null, ""monitor_scope"": null}'"
TARS Agent;2026-02-05;97ff6725-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;countdown_next;03:56:04.626242000;1;b'\x00\x00\x00\x00'
TARS Agent;2026-02-05;97ff6726-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;countdown_max_next;03:56:04.626300000;1;b'\x00\x00\x00\x00'
TARS Agent;2026-02-05;97ff6727-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;action_about_to_fire;03:56:04.626354000;3;"b'{""procedure"": ""BEFORE TAKEOFF"", ""classification"": ""NORM"", ""type"": ""Checklist"", ""category"": ""Switch / Lever"", ""task_object"": ""ENGINE ANTI-ICE Switches"", ""value"": ""AS REQUIRED"", ""human_role"": ""performer"", ""autonomy_role"": ""supporter"", ""information_requirement"": ""Outside air temperature, engine anti-ice switch position."", ""interaction"": ""engine_anti_ice_requirement"", ""delay_before_action"": 0.0, ""delay_after_action"": ""is_acked"", ""callout"": """", ""condition"": null, ""condition_type"": null, ""condition_function"": null, ""monitor_scope"": null}'"
TARS Agent;2026-02-05;97ff6728-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;interaction_message;03:56:04.626396000;3;"b'{""message"": null, ""tars_input"": ""LAST METAR TEMPERATURE 05 degrees Celsius - IF VISIBLE MOISTURE PRESENT, ENGINE ANTI-ICE ON""}'"
TARS Agent;2026-02-05;97ff6729-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;action_time;03:56:04.626438000;3;b'action:0.20'
Cognitive_Model;2026-02-05;980bc330-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:04.707481000;3;b'x-a-visually-encode-aircraft-component'
Cognitive_Model;2026-02-05;98136450-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:04.757029000;3;b'form-pfd-roll-aoi-representation'
Cognitive_Model;2026-02-05;982a47b0-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:04.907201000;3;b'visually-attend-pfd-slip'
Cognitive_Model;2026-02-05;9848cc30-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:05.107711000;3;b'x-a-visually-encode-aircraft-component'
Cognitive_Model;2026-02-05;98509460-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:05.158709000;3;b'form-pfd-slip-aoi-representation'
Cognitive_Model;2026-02-05;987692f0-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:05.407926000;3;b'visually-attend-pfd-altitude'
Cognitive_Model;2026-02-05;987e3410-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:05.457859000;3;b'x-a-visually-encode-aircraft-component'
Cognitive_Model;2026-02-05;987e5b20-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:05.458189000;3;b'form-pfd-altitude-aoi-representation'
Cognitive_Model;2026-02-05;98953e80-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:05.608522000;3;b'visually-attend-pfd-airspeed'
Cognitive_Model;2026-02-05;98b3ea10-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:05.809095000;3;b'x-a-visually-encode-aircraft-component'
Cognitive_Model;2026-02-05;98b3ea11-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:05.809153000;3;b'form-pfd-airspeed-aoi-representation'
Aircraft;2026-02-05;98d63f20-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;cabin_altitude;03:56:06.034452000;2;b'\x9a\x99\x99\x99\x99\xb9Y@'
Cognitive_Model;2026-02-05;98e1b0d0-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:06.109331000;3;b'get-where-should-i-look-next'
Cognitive_Model;2026-02-05;98e951f0-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:06.159575000;3;b'attend-to-next-aoi'
Cognitive_Model;2026-02-05;98f89430-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:06.259699000;3;b'encode-aoi-information'
Cognitive_Model;2026-02-05;990f7790-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:06.409742000;3;b'x-3-form-eicas-aoi-representation'
Cognitive_Model;2026-02-05;992dfc10-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:06.609040000;3;b'visually-attend-eicas-n1-percent'
Cognitive_Model;2026-02-05;995448c0-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:06.860067000;3;b'x-a-visually-encode-aircraft-component'
Cognitive_Model;2026-02-05;99546fd0-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:06.861864000;3;b'form-eicas-e1-n1-percent-aoi-representation'
Cognitive_Model;2026-02-05;996b0510-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:07.009819000;3;b'visually-attend-eicas-e2-n1-percent'
Cognitive_Model;2026-02-05;99820f80-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:07.160408000;3;b'x-a-visually-encode-aircraft-component'
Cognitive_Model;2026-02-05;999151c0-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:07.260191000;3;b'form-eicas-e2-n1-percent-aoi-representation'
Cognitive_Model;2026-02-05;99a09400-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:07.360586000;3;b'get-where-should-i-look-next'
Cognitive_Model;2026-02-05;99b79e70-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:07.511051000;3;b'detected-sound'
Cognitive_Model;2026-02-05;99c6e0b0-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:07.611421000;3;b'encode-sound'
Cognitive_Model;2026-02-05;9a2a5d70-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:08.263624000;3;b'sound-encoded-from-atc-not-in-atc-task'
ATC_Agent;2026-02-05;9a342170-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;is_speaking;03:56:08.327052000;4;b'\x00'
Cognitive_Model;2026-02-05;9a495720-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:08.466234000;3;b'get-where-should-i-look-next'
Cognitive_Model;2026-02-05;9a50f840-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:08.516253000;3;b'attend-to-next-aoi'
Aircraft;2026-02-05;9a603a80-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;cabin_altitude;03:56:08.616096000;2;b'33333\xb3Y@'
Cognitive_Model;2026-02-05;9a60afb0-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:08.619067000;3;b'encode-aoi-information'
Cognitive_Model;2026-02-05;9a7744f0-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:08.767558000;3;b'3-form-task-object-item-representation'
Cognitive_Model;2026-02-05;9a9d6a90-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:09.017907000;3;b'2-1-visually-attend-current-task-value'
Cognitive_Model;2026-02-05;9abc3d30-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:09.219176000;3;b'2-2-visually-encode-task-value-item'
Cognitive_Model;2026-02-05;9ac3b740-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:09.268606000;3;b'2-3-form-task-value-item-representation'
Cognitive_Model;2026-02-05;9ad2f980-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:09.368579000;3;b'x-4-not-wait-task'
Cognitive_Model;2026-02-05;9af17e00-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:09.568487000;3;b'x-5-not-n-a-task-continue'
Cognitive_Model;2026-02-05;9af91f20-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:09.618342000;3;b'x-6-not-waiting-new-task-both'
Cognitive_Model;2026-02-05;9b00c040-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:09.668446000;3;b't-i-x-1-visually-attend-current-task-human-role'
Cognitive_Model;2026-02-05;9b086160-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:09.718562000;3;b't-i-x-2-visually-encode-allocation-item'
Cognitive_Model;2026-02-05;9b100280-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:09.768681000;3;b't-i-x-3-form-task-item-allocation-human-role-representation'
Cognitive_Model;2026-02-05;9b1f6bd0-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:09.869069000;3;b't-i-x-4-visually-attend-current-task-autonomy_role'
Cognitive_Model;2026-02-05;9b26e5e0-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:09.918924000;3;b't-i-x-5-visually-encode-allocation-item'
Cognitive_Model;2026-02-05;9b26e5e1-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:09.918994000;3;b't-i-x-6-form-task-item-allocation-autonomy-role-representation'
Cognitive_Model;2026-02-05;9b2e8700-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:09.968887000;3;b't-i-x-7-no-crosscheck'
Cognitive_Model;2026-02-05;9b3dc940-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:10.068997000;3;b't-i-x-1-visually-attend-tars-input-supporter'
Cognitive_Model;2026-02-05;9b3df050-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:10.069060000;3;b't-i-x-2-visually-encode-tars-input'
Cognitive_Model;2026-02-05;9b45b880-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:10.120255000;3;b't-i-x-3-form-tars-input-representation'
Cognitive_Model;2026-02-05;9b4d3290-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:10.169610000;3;b't-i-tars-recommend-check-visible-moisture-present-condition'
Cognitive_Model;2026-02-05;9b5c9be0-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:10.270173000;3;b'x-a-visually-encode-aircraft-component'
Cognitive_Model;2026-02-05;9b5c9be1-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:10.270296000;3;b'confirm-visible-moisture-present-condition'
Cognitive_Model;2026-02-05;9b737f40-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:10.420924000;3;b'perform-visually-attend-engine-left-anti-ice-switches'
Cognitive_Model;2026-02-05;9b9203c0-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:10.620996000;3;b'x-a-visually-encode-aircraft-component'
Cognitive_Model;2026-02-05;9b922ad0-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:10.621516000;3;b'form-left-engine-anti-ice-status-representation'
Cognitive_Model;2026-02-05;9ba8e720-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:10.770595000;3;b'left-engine-anti-ice-take-action'
Cognitive_Model;2026-02-05;9bbfca80-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:10.920731000;3;b'perform-visually-attend-engine-right-anti-ice-switches'
Cognitive_Model;2026-02-05;9bc76ba0-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:10.970817000;3;b'x-a-visually-encode-aircraft-component'
Cognitive_Model;2026-02-05;9bcf33d0-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:11.021031000;3;b'form-engine-right-anti-ice-status-representation'
Cognitive_Model;2026-02-05;9bfcfa90-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;l_engine_anti_ice;03:56:11.321856000;4;b'\x01'
Cognitive_Model;2026-02-05;9bfcfa91-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:11.321993000;3;b'engine-right-anti-ice-take-action'
Aircraft;2026-02-05;9c07f710-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;l_engine_anti_ice;03:56:11.393154000;4;b'\x01'
Aircraft;2026-02-05;9c178770-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;l_gen_load;03:56:11.495443000;2;b'\x00\x00\x00\x00\x00\x80@@'
Aircraft;2026-02-05;9c178771-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;r_gen_load;03:56:11.495655000;2;b'\x00\x00\x00\x00\x00\x80@@'
Aircraft;2026-02-05;9c504ab0-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;l_gen_load;03:56:11.867828000;2;b'\x00\x00\x00\x00\x00\x00A@'
Aircraft;2026-02-05;9c504ab1-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;r_gen_load;03:56:11.867909000;2;b'\x00\x00\x00\x00\x00\x00A@'
Aircraft;2026-02-05;9c7f49f0-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;l_gen_load;03:56:12.175022000;2;b'\x00\x00\x00\x00\x00\x80A@'
Aircraft;2026-02-05;9c7f49f1-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;r_gen_load;03:56:12.175182000;2;b'\x00\x00\x00\x00\x00\x80A@'
Cognitive_Model;2026-02-05;9c8e1700-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;r_engine_anti_ice;03:56:12.272899000;4;b'\x01'
Cognitive_Model;2026-02-05;9c8eb340-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:12.276071000;3;b'check-1-visually-attend-current-task-object'
Aircraft;2026-02-05;9c9edfe0-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;r_engine_anti_ice;03:56:12.382895000;4;b'\x01'
Aircraft;2026-02-05;9caebe60-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;cabin_altitude;03:56:12.486794000;2;b'\xcd\xcc\xcc\xcc\xcc\xacY@'
Aircraft;2026-02-05;9cbe4ec0-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;l_gen_load;03:56:12.588059000;2;b'\x00\x00\x00\x00\x00\x00B@'
Aircraft;2026-02-05;9cbe4ec1-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;r_gen_load;03:56:12.588348000;2;b'\x00\x00\x00\x00\x00\x00B@'
Cognitive_Model;2026-02-05;9d26fba0-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:13.274483000;3;b'check-2-visually-encode-task-object-item'
Cognitive_Model;2026-02-05;9d26fba1-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:13.274549000;3;b'check-3-form-task-object-item-representation'
Cognitive_Model;2026-02-05;9d3ddf00-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;production_selected;03:56:13.424774000;3;b'check-2-1-visually-attend-current-task-value'
TARS Agent;2026-02-05;9d4a8930-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;tts_request;03:56:13.507104000;3;b'Cessna Charlie Papa Oscar Lima Yankee cleared for takeoff, will maintain runway heading, climb to 5000ft proceed direct AGMEB then OMEKI'
TTS_Agent;2026-02-05;9d4a8931-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;is_speaking;03:56:13.507204000;4;b'\x01'
TTS_Agent;2026-02-05;9d4a8932-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;current_text;03:56:13.507273000;3;b'Cessna Charlie Papa Oscar Lima Yankee cleared for takeoff, will maintain runway heading, climb to 5000ft proceed direct AGMEB then OMEKI'
TTS_Agent;2026-02-05;9d4a8933-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;is_speaking;03:56:13.507331000;4;b'\x00'
TTS_Agent;2026-02-05;9d4a8934-0246-11f1-8f29-9533d9ce85de;;10ed39d0-0244-11f1-8f29-9533d9ce85de;current_text;03:56:13.507387000;3;b''
